comuna,geometry
CALERA DE TANGO,"POLYGON ((-70.7476082259042 -33.6665708407265, -70.8035652042394 -33.6652589780908, -70.8368754504849 -33.6611794315976, -70.860713095022 -33.6548660970805, -70.7960398112764 -33.5723612727297, -70.7793672159347 -33.5708715268972, -70.7578023720156 -33.5733598867352, -70.7554603078974 -33.5736569836064, -70.7538802730561 -33.5743369709416, -70.7515892944596 -33.5771329503587, -70.7414732784407 -33.5932591436805, -70.7412362697886 -33.5939861592996, -70.7429336668265 -33.6512330359924, -70.7476082259042 -33.6665708407265))"
CALLE LARGA,"POLYGON ((-70.5090370590603 -33.08803567984, -70.5104881042686 -33.087399683038, -70.5130611781021 -33.0851426753653, -70.658369539378 -32.9525354863493, -70.6765560811786 -32.9021802257757, -70.6767429859797 -32.8988342241044, -70.6766148748154 -32.8968132696629, -70.6748824264205 -32.8805293286291, -70.6708189718307 -32.8631703820511, -70.6597217744686 -32.8278885602618, -70.658201635407 -32.8242936038836, -70.5775540493676 -32.8455988531411, -70.515067586445 -32.8821428305708, -70.5116205059043 -32.8844558627248, -70.4816459513202 -32.9066553460307, -70.4809449531496 -32.9073603972252, -70.4088212397806 -32.9953544484982, -70.4063792095925 -32.9989004851398, -70.406365193735 -32.9993934530178, -70.4063722267871 -32.999741432619, -70.4154828680357 -33.0148043056711, -70.4168970186789 -33.0169652348717, -70.4185180913325 -33.0192332676104, -70.4233584511044 -33.0244591722722, -70.4819658683203 -33.0811661475889, -70.4862350887204 -33.084168088805, -70.4919833354361 -33.0855259676472, -70.5020257150906 -33.0872088174297, -70.5063189420311 -33.0879037741053, -70.5090370590603 -33.08803567984))"
CAMARONES,"POLYGON ((-70.287637472546 -19.2276526184702, -70.3506134991342 -18.8363462193813, -70.3088388036189 -18.812125286991, -69.4889922620368 -18.6981073001317, -69.4620483340883 -18.6973625632457, -69.45641909787 -18.6975195979217, -69.2222518907647 -18.787759137075, -69.1511969076223 -18.8382836351062, -69.0718211121606 -19.0264942753961, -69.0711090661698 -19.0309893241011, -69.0739423163886 -19.0449445421511, -69.0747463416393 -19.0459865298101, -69.0815437395676 -19.0539295731483, -69.0819827574199 -19.0543206364593, -69.1171762030077 -19.0780006090197, -69.1523067184623 -19.1010386481293, -69.1567669066429 -19.1035106041874, -69.1576439366613 -19.1039006431329, -69.164478128444 -19.1054586419841, -69.3177358744736 -19.1356046539394, -70.287637472546 -19.2276526184702))"
CAMINA,"POLYGON ((-69.7502859840099 -19.6964596571241, -69.7502414227731 -19.2758895271344, -69.7344127197168 -19.263543510791, -69.3969228694052 -19.0609387443979, -69.3894075366067 -19.0608107882744, -69.387024453789 -19.0615518287067, -69.3851924165572 -19.0624558020842, -69.330449882441 -19.0927428659551, -69.3224796378324 -19.098399979257, -69.3188155014796 -19.1012690246105, -69.1429004460193 -19.2961626765443, -69.1901296810026 -19.356095119498, -69.3604082385189 -19.4975186237742, -69.3791930272038 -19.5126496023418, -69.3846032141317 -19.5157785795412, -69.7502859840099 -19.6964596571241))"
CANELA,"POLYGON ((-71.3796482524549 -31.7864517619991, -71.3817512507137 -31.7858657261272, -71.544380914658 -31.7277491575999, -71.5834533734557 -31.5940005754664, -71.6387142891464 -31.30165063647, -71.6389881841366 -31.3000795839565, -71.6478648776153 -31.2200294527968, -71.6477987967785 -31.2176674490044, -71.5846913990558 -31.1632853508786, -71.5823812939338 -31.1621243841513, -71.2985486594714 -31.1402927977323, -71.1679499155669 -31.1893548650154, -71.1398802139312 -31.2027453105702, -71.1379481466991 -31.2040442936269, -71.1232430901228 -31.2264985177973, -71.1226800325293 -31.2275585562211, -71.0945012637994 -31.2854799895635, -71.0898773667256 -31.299054092501, -71.0891433751856 -31.3012710835391, -71.085273591834 -31.3195072070408, -71.0851066461088 -31.3208232276211, -71.0849866572081 -31.3227681897679, -71.0852037308449 -31.3267042426129, -71.0861929377911 -31.3305531644185, -71.3289457270891 -31.756031557901, -71.3307107978615 -31.7583525426071, -71.332394900727 -31.7601274451793, -71.3443165390037 -31.7683912366951, -71.347163632219 -31.7702542820127, -71.3779980795994 -31.786044756473, -71.3796482524549 -31.7864517619991))"
CANETE,"POLYGON ((-73.4445014058553 -38.1284451228846, -73.4466904061863 -38.127744117384, -73.4531583400313 -38.1166090440606, -73.5487342108991 -37.8629983365707, -73.5486312059709 -37.8627423126033, -73.4332787375209 -37.7156667306311, -73.4282874177356 -37.7115737967609, -73.396719520513 -37.6891315759597, -73.3947834709563 -37.6881956792731, -73.393526384016 -37.6880446357959, -73.3891741807521 -37.688074706166, -73.1139926458715 -37.7035097341291, -73.0435791352576 -37.7077790103394, -73.0408260447077 -37.7086661281467, -73.0269368301027 -37.7177552457283, -73.0253628325759 -37.7191703272104, -73.0218648547531 -37.7266532894588, -73.015968235119 -37.7451132582485, -73.0151523338899 -37.7500992665621, -73.0242323613195 -37.8066055846297, -73.0281667814315 -37.8149754967711, -73.0308800369873 -37.8200213606051, -73.0341942345308 -37.8238893182324, -73.0501773582635 -37.8420458939214, -73.2569113103543 -38.0553432679552, -73.3057066370447 -38.1056239654649, -73.3088548302661 -38.1082748077824, -73.3141480093356 -38.1107666947287, -73.3325839202407 -38.1164123610682, -73.3745878017567 -38.1267474961706, -73.4417352571954 -38.1284091629344, -73.4445014058553 -38.1284451228846))"
CARAHUE,"POLYGON ((-73.0998102470435 -38.89993483784, -73.1716929059867 -38.8991745350545, -73.1728839852316 -38.8990395095973, -73.1847973697992 -38.8970392728918, -73.4176391839755 -38.7751219355405, -73.4215001572663 -38.7722988572169, -73.42488622181 -38.7692218636863, -73.4500469758506 -38.7304727739895, -73.4547609120747 -38.7223967360486, -73.4809694289524 -38.6766506283144, -73.4839672869131 -38.6703016539215, -73.4904211277112 -38.6555736545099, -73.5055707012004 -38.5905139835876, -73.5194456119139 -38.5079263807398, -73.519566577257 -38.5066973843137, -73.5221688760293 -38.4798996167143, -73.5221789045415 -38.479426606462, -73.5206097237177 -38.4779426390515, -73.3905635553867 -38.400737775679, -73.3896386049539 -38.4002128397308, -73.3839993928218 -38.399372922113, -73.2142569563912 -38.3936521823247, -73.1518477989334 -38.3980383025728, -73.0602776970455 -38.4757324301347, -73.051882038584 -38.4957833646152, -73.0518930976289 -38.4967953581796, -73.0688149987652 -38.769178644603, -73.073600138611 -38.7988613111526, -73.0998102470435 -38.89993483784))"
CARTAGENA,"POLYGON ((-71.4126113279841 -33.6074730606931, -71.4159954425127 -33.606668008962, -71.6022542313387 -33.5610830862436, -71.6153085780073 -33.5578118469868, -71.6246348707789 -33.5544157135985, -71.6272019596108 -33.5531687052066, -71.6083905140328 -33.5212540701725, -71.6043653494369 -33.5196320953398, -71.6028362228963 -33.5190501803258, -71.480088723936 -33.4738032417877, -71.3955081178402 -33.4552507369618, -71.3688780444224 -33.4514421097482, -71.3648029434962 -33.4509562098618, -71.3586397427838 -33.4507233629603, -71.3466602717114 -33.4506475161261, -71.3379099645571 -33.4533456874751, -71.3373200785215 -33.4571936239027, -71.3271291184724 -33.562560601213, -71.329658602029 -33.5787025259086, -71.4105383224213 -33.6072291199079, -71.4126113279841 -33.6074730606931))"
CASABLANCA,"POLYGON ((-71.4355304514834 -33.490690986175, -71.4366234938161 -33.4906699361788, -71.4471909140479 -33.4902977834982, -71.4498939642747 -33.4900807815529, -71.4547111706207 -33.4890856580857, -71.5916684959571 -33.4603554442465, -71.5929994848208 -33.459591442395, -71.6056957784896 -33.4522052301125, -71.6139669551795 -33.4467121231451, -71.6149139314712 -33.445301076784, -71.6947893572591 -33.2496052365257, -71.7083476516949 -33.1986181012518, -71.7083255800693 -33.1979050544141, -71.6994313084956 -33.1562793162881, -71.6950111398568 -33.1559114026266, -71.3709916705155 -33.1722486793387, -71.2751661840098 -33.2150961632151, -71.2241290097223 -33.2432329501971, -71.1887982513003 -33.3112564115906, -71.1886541940331 -33.3118863665829, -71.2240490293969 -33.3734447000937, -71.3379099645571 -33.4533456874751, -71.4355304514834 -33.490690986175))"
CASTRO,"POLYGON ((-73.4699517632483 -42.6486743634212, -73.528319957023 -42.6471632102017, -74.1848285727003 -42.5076845271584, -74.1907545904132 -42.5041654608791, -74.1923835639642 -42.5004065461744, -74.180979046502 -42.4721241137741, -74.1801760073098 -42.4712141624323, -74.1719374051676 -42.4652113908855, -74.1685652868575 -42.4632255090411, -74.1471220705911 -42.4539240737564, -73.8442159365747 -42.3545726943174, -73.8384407219047 -42.3528428308591, -73.7933120111278 -42.3552837372653, -73.7723194476972 -42.3610690769894, -73.6699479644595 -42.3980837392522, -73.4056708782277 -42.6103271977618, -73.401746950518 -42.6151282745775, -73.4002728830946 -42.6171022645738, -73.400235881735 -42.6176182414896, -73.4004428961675 -42.6179952444879, -73.4668106070795 -42.6474184386665, -73.4699517632483 -42.6486743634212))"
CATEMU,"POLYGON ((-71.0033443718548 -32.825034036426, -71.0090034492918 -32.8214169663776, -71.0104244243203 -32.819630974026, -71.0463003103511 -32.7545804821838, -71.0475282767934 -32.752025449773, -71.0531582846516 -32.7398103406707, -71.0535461955554 -32.738537368893, -71.0542471085867 -32.6417294546233, -71.0538909706467 -32.6383204446887, -71.0514478829255 -32.6347245123691, -71.042153248504 -32.6239957083943, -71.0227853659337 -32.6156659511476, -71.019923236163 -32.6145409811448, -70.8933224606546 -32.6085740694734, -70.8910613313511 -32.608969077441, -70.8757488860952 -32.6119903468977, -70.8731507740549 -32.612570358648, -70.8363226682359 -32.6235629640804, -70.8201941759081 -32.6285712150607, -70.8193205002492 -32.6437231571116, -70.851325471086 -32.7679845436056, -70.854285632482 -32.7716994955671, -70.8577148105043 -32.7750194366116, -70.8587658702636 -32.775859456701, -70.9474392605746 -32.8227549572233, -70.9507233878485 -32.8232909055853, -70.9546285124187 -32.8236528559555, -71.0033443718548 -32.825034036426))"
CAUQUENES,"POLYGON ((-72.2774111875137 -36.2603977340647, -72.3722335393627 -36.2571460653031, -72.3729085438521 -36.256911032171, -72.3791557177973 -36.2545799628493, -72.3793427041736 -36.2544579762778, -72.3885278716851 -36.2474648431839, -72.6191551522675 -36.0536087666295, -72.6193611380401 -36.0533458462939, -72.6469680994686 -36.0149414989017, -72.6474510835232 -36.0138285354726, -72.6500158119825 -36.0002596034074, -72.6407412614254 -35.9566709835635, -72.6398982704757 -35.954275963787, -72.3230551409377 -35.6738440375345, -72.1363339925139 -35.6991551888323, -72.0662137563533 -35.7110953603282, -72.0632976983054 -35.7136993965372, -71.9787203728591 -35.8204084119116, -71.9825718392404 -35.8333912172623, -72.1004359738939 -36.1596254310305, -72.1391875473863 -36.2420302626781, -72.2774111875137 -36.2603977340647))"
CERRILLOS,"POLYGON ((-70.7071406166373 -33.5341218477649, -70.7071756699656 -33.5341088293615, -70.7271451981047 -33.5266674490334, -70.7271582043412 -33.5266615114206, -70.740698439413 -33.5128502463239, -70.7322124453041 -33.4852224735981, -70.7227678356391 -33.4759196312125, -70.6870986136913 -33.4789252399647, -70.6868945739819 -33.4791582519427, -70.6867346498462 -33.4793852476762, -70.6867055953209 -33.4794462369704, -70.6866576465525 -33.4795492482612, -70.6865655875766 -33.4798242938849, -70.6864086498942 -33.4804892668167, -70.6862036203149 -33.4815372504585, -70.6861497046465 -33.4818702178001, -70.6861455993867 -33.4820592099668, -70.6861426455009 -33.4822502489079, -70.6861576950437 -33.4826602845748, -70.6862576568748 -33.4835701978141, -70.686382649526 -33.4839342821111, -70.687544835693 -33.486957201352, -70.6877008366232 -33.4873591832238, -70.6881368854562 -33.4884322559367, -70.7071406166373 -33.5341218477649))"
CERRO NAVIA,"POLYGON ((-70.7232250754386 -33.4416267336031, -70.741704743649 -33.4390824504969, -70.7732936241903 -33.427707897383, -70.7736326623393 -33.427540905738, -70.7746086978052 -33.4269449138694, -70.7772516763616 -33.4253079029872, -70.7774207114302 -33.4251958244422, -70.7775507487494 -33.4250748366556, -70.7829087767341 -33.4199288008918, -70.7829727605027 -33.4188817849537, -70.7830896680177 -33.4165837539622, -70.7609868724264 -33.4151001488466, -70.7447782367966 -33.4148084166211, -70.7236724955435 -33.4146337473767, -70.7218843857953 -33.4152757826312, -70.720238446425 -33.4159567793272, -70.7166973098107 -33.4178329125968, -70.7224070182708 -33.4395367069823, -70.7224980351076 -33.439809682819, -70.7232250754386 -33.4416267336031))"
CHAITEN,"POLYGON ((-72.5043316512112 -43.7953802664862, -72.757968684048 -43.7692866900768, -73.0470257159404 -43.7369884894989, -73.089241199837 -43.4632416845969, -73.0892752004409 -43.4621817029895, -73.1023366017843 -42.698708300695, -73.1022344681689 -42.69769230593, -73.0912498119168 -42.6621060128926, -73.0642127777769 -42.6093062667916, -72.8388068109222 -42.2942197625798, -72.7696583421494 -42.2437227042954, -72.7364614123087 -42.2252425475225, -72.5885484522601 -42.1876008620464, -72.582971277385 -42.1882339923116, -72.5796671046303 -42.1888209992107, -72.5597377448433 -42.1999402691808, -72.5422463921502 -42.2114844807141, -72.5327984122454 -42.2222604451961, -72.5146134496708 -42.243169561565, -72.1771078451626 -42.6331798992656, -72.1759348265379 -42.634535931437, -72.1668020555489 -42.652017813148, -72.1279502735422 -42.728865598196, -72.1189572020715 -42.8790197523217, -72.1954645511846 -43.5547017754273, -72.1971839503718 -43.5628986826311, -72.2302190890717 -43.6416409247605, -72.2323102452958 -43.6438697466263, -72.2586409511647 -43.6618100423191, -72.4978142940846 -43.7942874181355, -72.5001394332242 -43.7952883944419, -72.5043316512112 -43.7953802664862))"
CHANARAL,"POLYGON ((-70.2443115305105 -26.9416187725937, -70.724591703303 -26.6429956233236, -70.6933264769387 -26.1460697915939, -70.6932625155844 -26.1455048085719, -70.653618737363 -26.0625817790257, -70.6045831569026 -26.0093220132953, -70.6034811139711 -26.0084110644431, -70.3095609369157 -25.8974710678462, -70.3011016088996 -25.8967582122892, -69.9049694409744 -25.8931512313836, -69.8867510409792 -25.9090116332983, -69.8800029488837 -25.9149077579961, -70.0233864630934 -26.8149879928722, -70.0260568118152 -26.8290040057964, -70.0269219095575 -26.8308210165303, -70.0401176274149 -26.8464259281671, -70.0422016508558 -26.8477858896965, -70.0676819016208 -26.8638197179397, -70.2073049369726 -26.9267861833543, -70.2443115305105 -26.9416187725937))"
CHANCO,"POLYGON ((-72.4581575208407 -35.8791856149551, -72.4672018437335 -35.8782234748747, -72.4703239609726 -35.8776943859286, -72.5290336699245 -35.8210956369143, -72.5632584702973 -35.768427347301, -72.6413639584548 -35.6023318246636, -72.6413808721578 -35.6017368821189, -72.6410439291828 -35.6008389097986, -72.6218661898753 -35.5614973903511, -72.4382358902026 -35.5402146831832, -72.4369448126684 -35.5407817457704, -72.4349468071052 -35.5425897334231, -72.3230551409377 -35.6738440375345, -72.3425408214341 -35.7457173616769, -72.3445629361159 -35.7498353421575, -72.3694380334871 -35.7917006208689, -72.3769685432548 -35.8012294840716, -72.3919365180744 -35.8180771618507, -72.4463780487741 -35.876048835668, -72.4581575208407 -35.8791856149551))"
CHEPICA,"POLYGON ((-71.3704694667319 -34.9109809341566, -71.4665957913939 -34.9024583394995, -71.5482281604617 -34.874150057257, -71.5686345345042 -34.8588427118729, -71.5726329728304 -34.8325887590535, -71.5718659700563 -34.8311627585847, -71.5561426779151 -34.8051621287586, -71.5539485087312 -34.8022772265604, -71.4807063552049 -34.7428016136282, -71.2746109201501 -34.6719684000099, -71.2603415528654 -34.6762385719527, -71.2493932815885 -34.6809768310555, -71.2293467507542 -34.6903280962957, -71.2285967451972 -34.6907091094092, -71.2275156520419 -34.6912600615304, -71.2100812684243 -34.7008733800482, -71.18551877687 -34.7175297189838, -71.1165075450615 -34.7680537066369, -71.1163374877915 -34.7695487441812, -71.121959978674 -34.7805016035928, -71.1231970735874 -34.7820125809217, -71.2040802908212 -34.8295759919912, -71.367726430821 -34.9105189694757, -71.3704694667319 -34.9109809341566))"
CHIGUAYANTE,"POLYGON ((-73.008767392513 -36.9610800862399, -73.0099174535492 -36.9610311100222, -73.0192498311228 -36.9605819595857, -73.0257728404059 -36.9548828249942, -73.029933897831 -36.950124843972, -73.0302418894165 -36.9496548595588, -73.0336428213507 -36.9444647976138, -73.0408898022654 -36.9327847377827, -73.0435206764642 -36.9273747146414, -73.0453536466587 -36.9206997240241, -73.0607283928174 -36.856638915492, -73.0507139922649 -36.8553691181064, -73.0288651185018 -36.8531684548682, -73.0276790644311 -36.8532605144235, -72.9508275610865 -36.8665008576255, -72.9485735033235 -36.8675008685557, -72.9446459012713 -36.8834938444771, -72.9435539526493 -36.8885888141193, -72.9423562253226 -36.8986087263918, -72.9422871951293 -36.8996487245591, -72.9484037511998 -36.9084625755431, -72.9640238551363 -36.930352102332, -72.9660690120084 -36.9318550744592, -73.0073343162665 -36.9606881263694, -73.008767392513 -36.9610800862399))"
CHILE CHICO,"POLYGON ((-73.1011684939643 -47.0925250971492, -73.3838577881306 -47.0498657336066, -73.3907662855597 -47.0330379002023, -73.4110519876291 -46.8411120569201, -73.4111179203829 -46.8388720689415, -73.410839747613 -46.8339801878395, -73.3891827030396 -46.6811865668217, -73.3456890478807 -46.5963811063444, -73.3451399799024 -46.5954891594522, -73.298148312499 -46.5568548559344, -73.1426800239767 -46.4913525173862, -73.1396858692839 -46.4907615731359, -73.1159837880241 -46.4861431990787, -73.0949318322121 -46.4848186805988, -73.0850064189651 -46.4844188397916, -71.8612797426143 -46.437647310785, -71.8478410966354 -46.4372766612229, -71.7052629434506 -46.4509524211975, -71.6709425810214 -46.5205909275042, -71.6684488112832 -46.5260539657512, -71.6591382707993 -46.5679743999937, -71.6446208531108 -46.6369044174224, -71.6435787028439 -46.6798017379838, -71.6437218379481 -46.681046675115, -71.644903095129 -46.6856775815892, -71.6455770875127 -46.6866624873736, -71.646132134352 -46.6871844949798, -71.9554580401484 -46.9727705386955, -71.9638504629954 -46.974084328969, -72.8478905085502 -47.0788389886359, -73.1011684939643 -47.0925250971492))"
CHILLAN,"POLYGON ((-72.0564934283132 -36.7499347722726, -72.435131995553 -36.7008372819137, -72.4363860364366 -36.7006422036029, -72.4391891547159 -36.6999611815089, -72.4393191489117 -36.6998402124762, -72.4643586127613 -36.6468010738691, -72.4647396337324 -36.6452341028287, -72.46500258162 -36.64337107571, -72.4644975421405 -36.6431590830685, -72.3528233292233 -36.604394301651, -72.1734811956628 -36.5499488400902, -71.9920183461538 -36.5085753874616, -71.9888032762272 -36.5084384158725, -71.8621496901827 -36.5133536401981, -71.8608466538665 -36.5137246819771, -71.8589617021762 -36.5197446535338, -71.8579428268877 -36.5266136454497, -71.8582990796041 -36.5314246192908, -71.859264156501 -36.5348275867053, -71.8615724131517 -36.5404785449294, -71.9430451134591 -36.6738142320707, -71.9839061673016 -36.7301961504744, -72.0000632830277 -36.749703787396, -72.0564934283132 -36.7499347722726))"
CHILLAN VIEJO,"POLYGON ((-72.0609574745793 -36.7469927038405, -72.2046505668111 -36.7391511235353, -72.2201060858129 -36.737603869867, -72.252008059362 -36.7308373303889, -72.2531221461656 -36.7305273419979, -72.3491338433911 -36.6977707661016, -72.3496937953134 -36.6975298324507, -72.3524208645775 -36.6960447493821, -72.3580727811477 -36.6840087082369, -72.3570612263338 -36.6654458769482, -72.3551268062167 -36.6536849616989, -72.3097535242368 -36.631318961285, -72.3083884093126 -36.6308859370504, -72.2914866745962 -36.6255543115636, -72.290096619184 -36.625308354053, -72.1422878119763 -36.6136280677503, -72.1371916309544 -36.6140741541453, -72.1287733293831 -36.6163913109547, -72.10183672769 -36.6298046363783, -72.0979756706307 -36.6322386933307, -72.0812129436848 -36.6654818302818, -72.0755481844507 -36.6786278440259, -72.071038194115 -36.6893848652519, -72.0705232665877 -36.6906608919907, -72.07029827713 -36.6912999033319, -72.0662865135828 -36.7038728934124, -72.0595312081826 -36.7376397623831, -72.059440160474 -36.7382817946461, -72.0590502388219 -36.7414937497057, -72.0587882924824 -36.7445537230635, -72.0609574745793 -36.7469927038405))"
CHIMBARONGO,"POLYGON ((-70.8228651839339 -34.8736362788085, -70.9538329819488 -34.8716200984843, -70.9577081239483 -34.8710880255875, -71.090484056504 -34.8305409536336, -71.1788787975693 -34.7695657157536, -71.1795588760985 -34.768924708211, -71.1865247131132 -34.7534845721534, -71.0137806822633 -34.6041709803116, -71.0094245215414 -34.605854085993, -70.9844757890193 -34.6158704992817, -70.9791946524718 -34.6180215373003, -70.9041368342351 -34.6552606998613, -70.8905614929897 -34.6622929190905, -70.8868783755165 -34.6645199205728, -70.8854443864842 -34.6659889294106, -70.8778483917582 -34.676945100042, -70.8379433934789 -34.7794583568882, -70.8373123845338 -34.7811214426842, -70.8106252066574 -34.8545245783871, -70.815991860818 -34.8695344348716, -70.8175028849012 -34.8710683852803, -70.8194810192069 -34.8724404261346, -70.8213171391356 -34.8734513890963, -70.8228651839339 -34.8736362788085))"
CHONCHI,"POLYGON ((-73.7882698144036 -42.8830074967183, -74.124576356148 -42.8534519770568, -74.1368438230175 -42.8510057217575, -74.1472391596236 -42.8483245624228, -74.1614451688525 -42.8351194204476, -74.1636271751729 -42.8328734275977, -74.16899597528 -42.8234694442875, -74.1692179105301 -42.8226184845189, -74.1979943168428 -42.5140372328635, -74.1979502129855 -42.5134711907632, -74.1783130503935 -42.5017068156136, -74.1031026654253 -42.4857955433789, -74.0139992618099 -42.4863483791098, -73.865692839546 -42.4890873832348, -73.7956824730323 -42.5248914102811, -73.756831744609 -42.5453269343258, -73.7522527578301 -42.5479839943748, -73.6581925061601 -42.6647713131295, -73.6304308770326 -42.7015503220746, -73.6288699260479 -42.704175362131, -73.6141118458096 -42.7433871334817, -73.7341775863879 -42.8521781142458, -73.7705249932992 -42.8811029106778, -73.7718361236791 -42.8812618805053, -73.7845296924516 -42.8826296386731, -73.7882698144036 -42.8830074967183))"
CISNES,"POLYGON ((-73.1693727896634 -45.1064862464638, -73.3177282993438 -45.0989941620586, -74.2753338308701 -45.0346085422057, -74.3296227861113 -45.0307464822089, -75.1620292052609 -44.9310590634562, -75.206667814703 -44.8111631178254, -75.191906603829 -44.7973336941293, -75.1887604214621 -44.7945018746555, -74.2831486131334 -44.0193070450688, -74.2254990317633 -43.9852087692903, -74.2242868874327 -43.9845238358153, -74.2227387799085 -43.9840628664241, -72.7992399903852 -43.6387490902388, -72.335429072393 -43.6713352560108, -72.3300509918586 -43.6739873599674, -72.086864030193 -43.8927821910762, -72.0858800239044 -43.8937121653214, -72.0773020886964 -43.9027252400882, -72.076901100543 -43.9045191814458, -72.0470109689677 -44.0814641735216, -72.2104617076701 -44.9876436000549, -72.2121969656914 -44.993950478926, -72.2127540126949 -44.9953224169585, -72.2163283086851 -44.9988063021355, -72.2209746816932 -45.0016271041979, -72.2960328115284 -45.0286820729921, -72.5052471906059 -45.1016174966705, -73.1693727896634 -45.1064862464638))"
COBQUECURA,"POLYGON ((-72.8511899004152 -36.3585178766937, -72.8528139738036 -36.3579398422014, -72.8529179780722 -36.3578418938807, -72.8166243320129 -36.0913271058473, -72.8165512769717 -36.0911480772017, -72.7807609568162 -36.0153991959298, -72.7802339722372 -36.0147221633919, -72.77511966611 -36.0103422498462, -72.7650901674965 -36.0051884995221, -72.7631501343393 -36.0047955408841, -72.7586418635525 -36.0051016033589, -72.647386082494 -36.0128305655048, -72.6359758907476 -36.0201117327321, -72.6211236732613 -36.0339729094197, -72.5875753280741 -36.0655952814391, -72.5539130989231 -36.1027656725607, -72.5504250672615 -36.1084817046621, -72.6278710212692 -36.2985342873628, -72.6616930514926 -36.3259584745622, -72.6701895274758 -36.3303443044166, -72.7284752400481 -36.3526501281726, -72.7305033340357 -36.3532950752869, -72.7448048766405 -36.3555418301285, -72.8511899004152 -36.3585178766937))"
COCHAMO,"POLYGON ((-71.9237309416829 -42.1879339049334, -72.1854394178783 -42.1654229783158, -72.1872244369922 -42.1647129239489, -72.1903554428842 -42.1632098881135, -72.2746350790927 -42.1176557690363, -72.5794799428986 -41.815110481206, -72.6479345402263 -41.7293541348501, -72.6479433473278 -41.693800556073, -72.4298251444629 -41.4164093582317, -72.4287290762459 -41.4152773747739, -72.1046720148634 -41.3141379433457, -72.1022429207414 -41.3136200078364, -72.0992767440655 -41.3135460613068, -72.0941055539816 -41.3137342098066, -71.903587793061 -41.3618364033764, -71.9016268243071 -41.3623514137072, -71.8927826083623 -41.3651126102434, -71.891680558523 -41.3656506141427, -71.8906755793856 -41.3664345581626, -71.8661255668813 -41.3941877329332, -71.8354196322502 -41.4308349340575, -71.7538368800243 -41.7835393655219, -71.7207343814978 -42.0598006467839, -71.7206843838072 -42.0607745854628, -71.7254461993229 -42.1054109181633, -71.7272815808537 -42.1147037602832, -71.7289058070504 -42.1187467012318, -71.7298809159946 -42.120139685759, -71.7311120139245 -42.1216365845852, -71.7327511381547 -42.1228536014436, -71.7460829913727 -42.1301221766749, -71.7818849414143 -42.1466243096816, -71.7885602932751 -42.1492490844592, -71.9122794568656 -42.1874221579067, -71.9154146509059 -42.1876041503507, -71.9237309416829 -42.1879339049334))"
